"Reservoir","Site","DateTime","Depth_m","TN_ugL","TP_ugL","NH4_ugL","NO3NO2_ugL","SRP_ugL","DOC_mgL","DIC_mgL","DC_mgL","DN_mgL","Flag_TN","Flag_TP","Flag_NH4","Flag_NO3NO2","Flag_SRP","Flag_DOC","Flag_DIC","Flag_DC","Flag_DN"
"FCR",50,"2018-04-23 11:00:00",8,240.4,7.3,13,5,8,3.3,4.1,7.4,0.2,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-04-23 11:00:00",9,235.2,5.7,23,13,9,3.4,4.2,7.7,0.251,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-04-30 11:00:00",0.1,154.2,0,14,8,9,3.6,3.7,7.3,0.2415,0,3,0,0,0,0,0,0,0
"FCR",50,"2018-04-30 11:00:00",1.6,145,5.8,8,5,9,3.5,3.8,7.3,0.1845,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-04-30 11:00:00",3.8,176.6,0,11,4,10,3.5,3.8,7.3,0.1935,0,3,0,3,0,0,0,0,0
"FCR",50,"2018-04-30 11:00:00",5,195.6,4.5,8,3,8,3.2,4,7.2,0.2035,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-04-30 11:00:00",6.2,204.5,14.9,10,4,7,3.2,4,7.1,0.172,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-04-30 11:00:00",8,208.2,17.9,6,5,9,3.3,4.3,7.5,0.1845,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-04-30 11:00:00",9,220.7,4.5,8,4,8,3.2,4.2,7.4,0.176,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-04-30 11:00:00",10,308.8,44,7,3,8,3.2,4.3,7.5,0.1805,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-05-07 11:00:00",0.1,142.9,6.7,7,3,11,3.2,3.7,7,0.17,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-05-07 11:00:00",1.6,148.7,4.9,8,3,8,3.3,3.9,7.2,0.1965,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-05-07 11:00:00",3.8,164.1,0,9,3,8,3.3,3.9,7.2,0.1715,0,4,0,3,0,0,0,0,0
"FCR",50,"2018-05-07 11:00:00",5,162.6,9.2,26,6,9,3.4,4.1,7.4,0.226,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-05-07 11:00:00",6.2,238.3,9.1,39,7,9,3.5,3.7,7.2,0.209,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-05-07 11:00:00",8,273.5,7.9,48,8,9,3.3,4.5,7.8,0.243,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-05-07 11:00:00",9,178.8,6.9,42,8,8,3.3,4.3,7.6,0.2305,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-05-14 11:00:00",0.1,213.6,6.2,10,4,11,3.4,3.9,7.2,0.193,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-05-14 11:00:00",1.6,162.9,9.8,7,3,9,3.3,4,7.3,0.208,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-05-14 11:00:00",3.8,188.9,1.2,10,3,10,3.4,3.9,7.3,0.2245,0,3,0,3,0,0,0,0,0
"FCR",50,"2018-05-14 11:00:00",5,218.5,5.3,39,10,8,3.2,4.2,7.4,0.2425,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-05-14 11:00:00",6.2,248.3,8.2,70,18,9,3.3,4.4,7.8,0.2865,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-05-14 11:00:00",8,195.3,9,48,14,9,3.4,4.3,7.7,0.2615,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-05-14 11:00:00",9,253.3,9,67,18,13,3.3,4.2,7.6,0.336,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-05-14 11:00:00",10,353.8,18.2,61,17,12,3.1,4.1,7.3,0.275,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-05-19 11:00:00",0.1,NA,NA,9,5,8,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA
"FCR",50,"2018-05-19 11:00:00",5,NA,NA,7,2,10,NA,NA,NA,NA,NA,NA,0,3,0,NA,NA,NA,NA
"FCR",50,"2018-05-21 11:00:00",0.1,222.2,14.1,7,4,8,4.4,3.4,7.8,0.2205,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-05-21 11:00:00",1.6,212.4,14.8,9,6,10,4.1,3.1,7.2,0.201,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-05-21 11:00:00",3.8,241.4,47.3,10,5,11,3.8,3.5,7.2,0.207,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-05-21 11:00:00",5,202.6,10.1,19,13,6,3.4,3.9,7.4,0.2235,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-05-21 11:00:00",6.2,211.7,14.3,55,26,12,3.2,4.3,7.5,0.34,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-05-21 11:00:00",8,249.6,10,55,27,11,3.1,4.4,7.6,0.2675,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-05-21 11:00:00",9,274.8,9.3,51,27,7,3.1,4.4,7.5,0.261,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-05-21 11:00:00",10,281.1,10.7,54,29,10,3.3,4.5,7.8,0.303,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-05-28 11:00:00",0.1,199,13.1,44,11,13,4.5,3.1,7.6,0.616,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-05-28 11:00:00",1.6,242.7,11.6,21,2,11,3.6,3.1,6.7,0.2545,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-05-28 11:00:00",3.8,176.3,12.2,9,3,10,3.5,3.6,7.1,0.1955,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-05-28 11:00:00",5,174.8,6.4,19,2,6,3.2,4.4,7.6,0.2625,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-05-28 11:00:00",6.2,166.4,10.3,10,2,8,3.3,4.4,7.7,0.24,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-05-28 11:00:00",8,184.4,6.9,10,3,7,3.2,4.4,7.6,0.2095,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-05-28 11:00:00",9,171.4,9.9,10,3,10,3.4,4.4,7.8,0.229,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-05-28 11:00:00",10,237.1,10.7,8,4,8,3.4,3.8,7.2,0.185,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-06-04 11:00:00",0.1,175.1,11,11,2,7,3.9,3.3,7.2,0.227,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-06-04 11:00:00",1.6,136.1,12.9,10,2,8,3.9,3.4,7.3,0.2215,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-06-04 11:00:00",3.8,230.9,11.8,13,2,5,3.2,3.9,7.1,0.2195,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-06-04 11:00:00",5,178.4,7.4,10,0,6,3.4,3.9,7.3,0.203,0,0,0,4,0,0,0,0,0
"FCR",50,"2018-06-04 11:00:00",6.2,147.1,7,20,2,5,3.2,5,8.1,0.2135,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-06-04 11:00:00",8,153.1,10.9,8,0,7,2.9,4.3,7.2,0.179,0,0,0,4,0,0,0,0,0
"FCR",50,"2018-06-04 11:00:00",9,166.1,7.8,9,1,6,3.1,4.7,7.9,0.1975,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-06-04 11:00:00",10,207.5,8.3,6,1,5,3.2,4.7,7.9,0.191,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-06-11 11:00:00",0.1,168.1,20.6,12,6,4,3.9,3.4,7.3,0.246,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-06-11 11:00:00",1.6,139.1,5.8,8,2,9,3.4,3.3,6.7,0.2045,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-06-11 11:00:00",3.8,113.1,1.8,12,2,8,3.6,4.2,7.8,0.218,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-06-11 11:00:00",5,184.1,7,15,2,8,3.3,4.8,8.1,0.242,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-06-11 11:00:00",6.2,228.1,14.1,5,0,8,3.8,4.9,8.7,0.1925,0,0,0,4,0,0,0,0,0
"FCR",50,"2018-06-11 11:00:00",8,129.1,4.7,7,0,9,2.7,4.6,7.4,0.1875,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-06-11 11:00:00",9,214.8,7.9,3,3,6,3.3,5.2,8.5,0.2015,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-06-18 11:00:00",0.1,208.7,10.4,14,3,9,3.4,3.3,6.7,0.204,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-06-18 11:00:00",1.6,170.1,10,21,18,11,3.5,3.3,6.8,0.294,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-06-18 11:00:00",3.8,183.1,4.2,12,4,6,2.9,4,7,0.2015,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-06-18 11:00:00",5,102.1,8.2,17,2,6,2.9,4.3,7.2,0.202,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-06-18 11:00:00",6.2,136.1,2.6,16,3,5,2.7,3.9,6.6,0.1955,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-06-18 11:00:00",8,193.9,9,9,3,5,2.6,4.8,7.3,0.1725,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-06-18 11:00:00",9,207.5,6.6,10,2,5,2.7,4.9,7.7,0.1895,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-06-18 11:00:00",10,120.1,19.1,12,3,4,2.9,4.9,7.8,0.2055,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-06-25 11:00:00",0.1,301.1,20.6,15,7,5,3.8,3.3,7.1,0.257,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-06-25 11:00:00",1.6,230.1,69,12,6,8,3.4,2.9,6.3,0.2245,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-06-25 11:00:00",3.8,215.1,8.6,14,4,3,3.2,3.8,6.9,0.218,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-06-25 11:00:00",5,204.1,7.7,16,4,4,3.3,4.6,7.9,0.2605,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-06-25 11:00:00",6.2,155.1,10.4,20,8,10,2.8,4.3,7.1,0.1975,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-06-25 11:00:00",8,83.1,6,22,1,6,2.8,5.4,8.2,0.217,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-06-25 11:00:00",10,51.1,4,22,4,4,3,5.4,8.3,0.2105,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-06-25 11:00:00",9,156.1,17.1,20,5,6,3,5,7.9,0.2015,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-07-02 11:00:00",0.1,244.6,11,22,6,7,4.5,3.6,8.1,0.3445,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-07-02 11:00:00",1.6,229.1,8.8,27,7,6,4.1,3.6,7.7,0.291,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-07-02 11:00:00",3.8,233.4,11.3,4,2,2,2.5,3.3,5.8,0.152,0,0,0,3,3,0,0,0,0
"FCR",50,"2018-07-02 11:00:00",5,216.9,7.4,23,5,7,3,3.7,6.7,0.242,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-07-02 11:00:00",8,245.8,11,31,6,5,3.1,5.6,8.7,0.214,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-07-02 11:00:00",9,235.8,9.9,33,5,8,3,5.3,8.3,0.2445,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-07-02 11:00:00",10,257,8.4,35,10,6,2.8,4.5,7.2,0.241,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-07-09 11:00:00",0.1,258.4,11.1,13,6,6,4.2,3.8,8,0.2855,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-07-09 11:00:00",1.6,244.6,7.7,4,4,6,4.4,3.8,8.2,0.261,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-07-09 11:00:00",3.8,282.4,21.1,11,4,4,3.3,3.6,6.8,0.218,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-07-09 11:00:00",5,260.9,14.2,13,4,5,3,5.2,8.1,0.2135,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-07-09 11:00:00",6.2,242.7,7.2,11,4,4,2.9,5.3,8.2,0.2185,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-07-09 11:00:00",8,214.3,9.4,12,5,8,2.9,5.5,8.4,0.223,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-07-09 11:00:00",9,205.1,4,12,3,4,2.8,5.2,8,0.2025,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-07-09 11:00:00",10,214.3,8,13,8,9,3,5.4,8.3,0.2065,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-07-16 11:00:00",0.1,299.1,11.1,26,4,7,4.1,4.4,8.5,0.2905,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-07-16 11:00:00",1.6,272.2,15.3,25,5,6,4.2,4,8.2,0.291,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-07-16 11:00:00",3.8,283.7,10.3,7,2,7,3.3,5,8.2,0.203,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-07-16 11:00:00",5,287.5,9.4,22,4,8,2.8,5.3,8.1,0.1995,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-07-16 11:00:00",6.2,153.1,13.3,38,3,11,2.3,6,8.3,0.2415,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-07-16 11:00:00",8,205.4,11.8,36,3,7,2.7,5.5,8.2,0.218,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-07-16 11:00:00",9,202.8,13.5,35,4,7,2.7,5.7,8.4,0.2115,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-07-16 11:00:00",10,310.2,20.5,39,3,8,2.9,5.6,8.5,0.2695,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-07-23 11:00:00",0.1,295.4,16.6,18,4,9,4.9,3.8,8.6,0.347,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-07-23 11:00:00",1.6,317,17.6,8,5,8,4.3,3.9,8.2,0.241,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-07-23 11:00:00",3.8,185.1,12.1,4,4,5,2.9,4.5,7.5,0.193,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-07-23 11:00:00",5,237.1,23.9,25,2,3,3.3,5.2,8.5,0.217,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-07-23 11:00:00",6.2,242.1,12.5,54,4,4,2.6,5.5,8.1,0.2245,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-07-23 11:00:00",8,250.8,11.2,60,4,5,2.5,5.7,8.2,0.225,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-07-23 11:00:00",9,216.9,13.1,61,4,5,2.5,5.1,7.6,0.225,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-07-23 11:00:00",9.5,292.7,9.2,60,5,6,6.5,5.8,12.3,0.2715,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-07-30 11:00:00",0.1,468.2,12.7,18,7,8,5.5,3.9,9.4,0.3405,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-07-30 11:00:00",1.6,524.8,15,13,5,8,5.6,3.9,9.5,0.366,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-07-30 11:00:00",3.8,222.2,10.1,8,5,6,3.2,4.5,7.7,0.255,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-07-30 11:00:00",5,288.7,9.6,67,5,8,3.5,5.5,9,0.2905,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-07-30 11:00:00",6.2,334.1,8.8,89,5,5,2.4,6,8.4,0.2865,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-07-30 11:00:00",8,293.9,14.6,100,5,6,2.4,5.9,8.4,0.2755,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-07-30 11:00:00",9,313.3,10.5,121,5,5,2.5,5.6,8.2,0.282,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-07-30 11:00:00",9.5,328.9,11.3,109,5,7,2.8,6,8.8,0.3185,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-08-06 11:00:00",0.1,395.3,4.6,20,4,8,5.6,3.3,8.9,0.339,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-08-06 11:00:00",1.6,360.1,18.9,20,4,10,5.6,3.8,9.4,0.339,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-08-06 11:00:00",3.8,267.8,20.1,18,4,7,4,4.8,8.8,0.267,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-08-06 11:00:00",5,0,0,154,5,7,3.4,6.1,9.5,0.3445,4,4,0,0,0,0,0,0,0
"FCR",50,"2018-08-06 11:00:00",6.2,284.1,17.1,115,5,1,2.9,5.9,8.8,0.251,0,0,0,0,3,0,0,0,0
"FCR",50,"2018-08-06 11:00:00",8,383.1,22.9,183,4,7,3.2,6.3,9.5,0.3565,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-08-06 11:00:00",9,367.1,29.1,330,4,6,3.5,7.3,10.9,0.5025,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-08-13 11:00:00",0.1,360.8,0,30,4,10,5.3,3.9,9.2,0.325,0,3,0,3,0,0,0,0,0
"FCR",50,"2018-08-13 11:00:00",1.6,259.1,19.6,18,2,7,5.2,3.8,9,0.291,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-08-13 11:00:00",3.8,150.1,40.1,40,4,6,2.9,5.8,8.8,0.2075,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-08-13 11:00:00",5,NA,NA,124,4,8,3.2,6,9.2,0.281,NA,NA,0,3,0,0,0,0,0
"FCR",50,"2018-08-13 11:00:00",6.2,416.3,10,197,5,9,3,6.3,9.3,0.3665,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-08-13 11:00:00",8,252.1,11.2,190,5,5,2.6,5.9,8.5,0.306,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-08-13 11:00:00",9,310.1,23.8,203,5,3,2.9,6.5,9.5,0.3485,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-08-13 11:00:00",9.5,332.1,15.2,181,5,6,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA
"FCR",50,"2018-08-20 11:00:00",0.1,395.3,0,25,6,8,5.3,4.1,9.4,0.324,0,4,0,0,0,0,0,0,0
"FCR",50,"2018-08-20 11:00:00",1.6,236.1,21.9,4,3,9,5.2,4.1,9.3,0.2585,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-08-20 11:00:00",3.8,299.3,9.1,6,3,7,4.2,4.5,8.7,0.212,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-08-20 11:00:00",5,294.8,6.8,44,4,4,3.1,6,9.1,0.198,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-08-20 11:00:00",6.2,399.8,19.9,198,4,8,2.8,6.6,9.3,0.336,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-08-20 11:00:00",8,573.8,33,278,3,7,3.2,7.2,10.4,0.434,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-08-20 11:00:00",9,611.3,17.8,427,3,8,4.4,7,11.4,0.649,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-08-27 11:00:00",0.1,272.1,16.4,9,4,10,5.9,4.1,9.9,0.31,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-08-27 11:00:00",1.6,281.1,16.8,13,5,5,5.5,3.1,8.7,0.292,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-08-27 11:00:00",3.8,259.1,26.4,7,2,8,4.1,5,9.1,0.242,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-08-27 11:00:00",5,184.1,19.6,24,6,3,3.2,5.8,9,0.1795,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-08-27 11:00:00",6.2,268.1,21.9,136,3,6,3.3,5.9,9.3,0.2985,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-08-27 11:00:00",8,650.3,15.2,478,1,6,3.2,6.9,10.1,0.6335,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-08-27 11:00:00",9,1328.3,37.8,947,3,3,4.7,7.9,12.5,1.2015,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-08-27 11:00:00",9.5,1251.8,33.7,959,3,3,4.4,7.3,11.7,1.203,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-09-03 11:00:00",0.1,288.8,11.3,9,13,10,10.5,4.3,14.8,0.407,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-09-03 11:00:00",3.8,294.1,28.2,8,5,8,5.4,4.6,10,0.2955,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-09-03 11:00:00",6.2,256.1,17.9,181,4,4,3.6,6.2,9.8,0.3665,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-09-03 11:00:00",8,593.3,6.7,374,4,5,3.9,6.8,10.7,0.545,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-09-03 11:00:00",1.6,314.1,14.8,7,5,15,4.9,4.3,9.2,0.2675,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-09-03 11:00:00",5,272.3,7.5,23,4,14,3.5,5.6,9.2,0.1915,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-09-03 11:00:00",9,496.1,29.4,332,5,13,3.4,6.8,10.2,0.5995,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-09-10 11:00:00",0.1,381.8,16.4,16,5,8,5,4.2,9.2,0.2515,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-09-10 11:00:00",1.6,378.8,22.1,18,5,14,5.4,4.2,9.6,0.321,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-09-10 11:00:00",3.8,378.8,10.4,9,4,5,4.2,5,9.2,0.229,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-09-10 11:00:00",6.2,584.3,6.5,189,3,4,2.7,6.5,9.2,0.3435,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-09-10 11:00:00",9,506.3,20.9,333,3,4,2.4,7.3,9.7,0.4715,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-09-10 11:00:00",5,259.1,26.2,8,5,13,2.9,6,8.9,0.209,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-09-10 11:00:00",8,525.8,15.2,309,3,14,1.3,7.5,8.8,0.439,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-09-10 11:00:00",9.5,510.8,4.6,303,3,12,2.2,7.7,9.9,0.499,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-09-17 11:00:00",0.1,356.3,31.6,30,6,10,5.1,4.3,9.3,0.321,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-09-17 11:00:00",1.6,287.3,20.4,22,5,10,5.2,4.2,9.3,0.2975,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-09-17 11:00:00",3.8,406.1,53.9,13,16,8,5.5,4.3,9.7,0.2975,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-09-17 11:00:00",5,287.3,20.6,16,5,6,3.7,5.7,9.3,0.243,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-09-17 11:00:00",6.2,149.1,32.5,4,4,4,2.8,6.1,8.9,0.133,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-09-17 11:00:00",8,443.3,44,124,3,4,3.1,6.4,9.5,0.2695,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-09-17 11:00:00",9,485.3,24.4,236,4,3,3,7,10,0.3885,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-09-24 11:00:00",0.1,275.3,26.2,6,3,11,4.3,4.3,8.6,0.2275,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-09-24 11:00:00",1.6,257.1,16.9,5,2,12,4.2,4.2,8.4,0.2425,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-09-24 11:00:00",3.8,257.1,25.1,7,8,12,4.4,4.3,8.6,0.234,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-09-24 11:00:00",5,318.8,32.6,5,4,14,2.9,5.7,8.6,0.154,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-09-24 11:00:00",6.2,344.3,26.2,18,4,15,1.9,6.8,8.6,0.1495,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-09-24 11:00:00",8,429.8,45.9,169,3,13,4.2,7.3,11.5,0.2835,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-09-24 11:00:00",9,459.8,42.1,215,2,14,2.5,6.5,9,0.3425,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-09-24 11:00:00",9.5,0,52.8,532,3,13,4.5,7.5,12,0.8075,4,0,0,3,0,0,0,0,0
"FCR",50,"2018-10-01 11:00:00",0.1,254.3,21.2,5,NA,NA,5.3,4.2,9.6,0.302,0,0,0,NA,NA,0,0,0,0
"FCR",50,"2018-10-01 11:00:00",1.6,195.1,15.7,8,5,14,4.1,4.3,8.4,0.2025,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-10-01 11:00:00",3.8,NA,NA,55,6,13,3.4,4.7,8,0.224,NA,NA,0,0,0,0,0,0,0
"FCR",50,"2018-10-01 11:00:00",5,333.1,36.1,52,8,14,2.2,6.3,8.5,0.211,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-10-01 11:00:00",6.2,280.1,63,98,3,13,2.2,6.6,8.7,0.235,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-10-01 11:00:00",8,593.3,78.4,220,5,14,3.9,6.9,10.9,0.4765,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-10-01 11:00:00",9,680.1,105.7,540,4,16,3.7,6.6,10.3,0.74,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-10-01 11:00:00",9.5,777.8,60.4,553,3,12,3.3,7.1,10.5,0.64,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-10-08 11:00:00",0.1,209.3,4.2,6,5,13,4,4.5,8.5,0.229,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-10-08 11:00:00",1.6,335.3,34,20,7,14,3.7,4.3,8,0.2215,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-10-08 11:00:00",3.8,239.1,35.9,7,4,14,4.3,4.9,9.1,0.2275,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-10-08 11:00:00",5,326.3,42.7,26,3,13,2.4,6.1,8.5,0.176,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-10-08 11:00:00",6.2,506.3,75.5,227,2,17,2.3,7.3,9.6,0.4035,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-10-08 11:00:00",8,718.1,156.7,514,3,16,3,7.6,10.6,0.759,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-10-08 11:00:00",9,865.1,143.7,735,4,16,4.8,7.4,12.2,0.941,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-10-08 11:00:00",9.5,2313.8,159.7,1830,4,17,6.9,8,14.8,2.087,0,0,0,3,0,0,0,0,0
"FCR",50,"2018-10-15 11:00:00",0.1,281.3,18.4,40,24,15,4.2,4.2,8.4,0.2645,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-10-15 11:00:00",1.6,258.8,23.1,38,24,12,3.4,4.2,7.7,0.216,0,0,0,0,0,0,0,0,0
"FCR",50,"2018-10-15 11:00:00",3.8,249.8,23.1,41,23,12,3.4,4.5,7.9,0.2165,0,0,0,0,0,0,0,0,0
